캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자
당진난지도 국민여가캠핑장,일반야영장,36.815381,127.786704,충청남도 당진시 석문면 난지도리 701,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-28
농업회사법인 다온숲 주식회사,"일반야영장,글램핑",36.642983,127.2537753,세종특별자치시 전동면 깊은내길 213,0,0,17,0,3,12,1,0,0,0,0,"전기,무선인터넷,장작판매,온수",,2019-07-12,2018-07-26
디-포레 카라반 파크,카라반,33.4648262,126.7811915,제주특별자치도 제주시 구좌읍 송당6길 78-1,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-03-23
솔라캠프,일반야영장,36.6197633,128.7779531,경북 안동시 와룡면 농암로 101-44,12,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-07
청포대 휴 야영장,일반야영장,36.6397842,126.3019994,충남 태안군 남면 청포대길 63-6,10,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-12
나라펜션캠핑장,일반야영장,37.1997701,126.5603735,경기 안산시 단원구 장불길 31-23 (대부남동),45,0,0,0,4,8,12,10,2,0,0,"전기,장작판매,온수,트렘폴린,산책로",,2019-07-12,2019-02-15
와우키즈랜드 야영장,일반야영장,36.7101183,127.5169723,충북 청주시 청원구 내수읍 내수로 457,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-01-07
부에노스아이레스,일반야영장,37.7405169,127.4999437,경기 가평군 가평읍 상지로 949,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-01-15
비토애,글램핑,34.9835837,127.9668384,경남 사천시 서포면 토끼로 234,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-01-18
파주쇠꼴마을고고캠핑장,일반야영장,36.815381,127.786704,경기 파주시 법원읍 술이홀로1333번길 160,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-01-28
산책,일반야영장,37.9364988,127.5408827,경기 가평군 북면 화악산로 943-40,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-07
고창갯벌오토캠핑장,자동차야영장,35.5271805,126.5400725,전북 고창군 심원면 두어1길 55-25,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-07
드림피아,일반야영장,37.8024336,128.0033525,강원 홍천군 내촌면 아홉사리로 104-16,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-08
고목정,자동차야영장,36.4384282,126.8455177,충남 청양군 대치면 칠갑산로 668-21,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-12
글램핑스테이션,일반야영장,36.7814814,127.9512501,충북 괴산군 연풍면 연풍로 823-9,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-15
팜 스프링 야영장,일반야영장,36.1016081,127.8847483,충북 영동군 상촌면 물한계곡로 700,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-15
대부도나라캠핑장,일반야영장,37.1997701,126.5603735,경기 안산시 단원구 장불길 31-23 (대부남동),4,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-15
북부하나여행사,일반야영장,37.6478408,127.0244954,"서울 도봉구 우이천로 357 (쌍문동, 양지파크빌)",0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-18
아이뜰관광농원,일반야영장,36.8449284,127.9024629,충북 괴산군 장연면 충민로 1193,20,0,0,0,12,14,10,20,1,0,9,"전기,무선인터넷,장작판매,온수,트렘폴린,운동장",,2019-07-12,2019-02-18
휴림,"일반야영장,카라반",37.4159894,127.4272904,경기 여주시 주어로 204,3,0,0,3,0,0,0,0,0,0,0,,,2019-07-12,2019-02-19
백운산캠핑장,일반야영장,35.5885023,127.6370499,경남 함양군 백전면 함양남서로 2755,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-19
진달래 관광농원 캠핑장,일반야영장,36.1979907,126.7246843,충남 부여군 옥산면 봉산로56번길 56,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-19
라무캠핑장,일반야영장,37.9544513,127.4781441,경기 가평군 북면 가화로 2372-42,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-21
전원 오토캠핑장,일반야영장,35.6842637,129.0503494,경북 경주시 산내면 문복로 578,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-22
전월산 국민여가캠핑장,일반야영장,,,세종특별자치시 연기면 갈매로 169,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-22
에제르파크,일반야영장,37.4570283,126.7719438,인천 남동구 만의골로 155 (장수동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-25
내리계곡 솔바람 캠핑장,일반야영장,37.1024406,128.6820606,강원 영월군 김삿갓면 내리계곡로 1039-14,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-26
해자연캠핑장,일반야영장,37.7017905,127.2640635,경기 남양주시 오남읍 팔현로175번길 310-60,4,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-27
수덕 캠핑장,일반야영장,36.6719608,126.6492613,충남 예산군 덕산면 노곡길 15,29,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-28
마노힐링캠프,"일반야영장,카라반",37.1977373,127.2732285,경기 용인시 처인구 동부로729번길 112 (해곡동),11,0,0,11,0,0,0,0,0,0,0,,,2019-07-12,2019-03-12
도봉야영장,일반야영장,37.6953511,127.0468991,경기 의정부시 창포원로 81 (호원동),18,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-14
몽산포오토캠핑장,일반야영장,36.815381,127.786704,충남 태안군 남면 몽산포길 67-29,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-14
몽산포패밀리데이캠핑장,일반야영장,36.6719184,126.2880564,충남 태안군 남면 몽산포길 67-9,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-05-25
솔향기캠핑장(농업회사법인(주)만리포솔향기관광농원),일반야영장,36.7779892,126.1431144,충남 태안군 소원면 모항항길 29,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-28
청도 과수원 글램핑 타운,일반야영장,35.7089713,128.818137,경북 청도군 매전면 관하실길 28-42,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-04
별빛마루 야영장,일반야영장,36.2189407,127.271646,충남 논산시 벌곡면 대둔로 970,4,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-05
나는숲이다,일반야영장,37.7935547,127.8897966,강원 홍천군 화촌면 도심리길 269-16,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-08
젤루느린 달팽이,일반야영장,36.6765653,127.9596959,경북 문경시 가은읍 대야로 1290,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-12
아르보리아파크 캠핑장,자동차야영장,37.6104188,126.5074352,인천 강화군 길상면 장흥로101번길 65,17,6,0,0,3,4,4,23,5,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",,2019-07-12,2019-03-13
은빛모래야영장,일반야영장,36.8971075,126.203977,충남 태안군 원북면 옥파로 1157-17,20,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-13
청주시 미래지농촌테마공원 오토캠핑장,자동차야영장,36.7318247,127.4044612,충북 청주시 청원구 오창읍 미래지로 68,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,
그라티아 글램핑,"일반야영장,글램핑",37.8152742,127.4547662,경기 가평군 가평읍 태봉두밀로 421-24,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-14
진밭골야영장,"일반야영장,자동차야영장",35.8169547,128.6602697,대구 수성구 진밭길 112 (범물동),11,11,0,5,2,10,20,32,0,2,5,"전기,온수,마트.편의점",,2019-07-12,2019-04-08
와우파크,"일반야영장,카라반",37.8410451,128.8724917,강원 강릉시 사천면 공회당길 7-13,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-21
팜스토리,일반야영장,35.8041012,128.9764245,경북 청도군 운문면 운북로 443-18,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-26
트리앤캠프스토리,일반야영장,38.1604288,127.9636198,강원 양구군 양구읍 성곡로 849,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-27
사목힐링캠프 태안캠핑농원,일반야영장,36.9198291,126.2929339,충남 태안군 이원면 사목길 38,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-27
충주 커피박물관 관광농원 야영장,일반야영장,36.9045459,128.0145503,충북 충주시 살미면 월악로 432,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-28
독립기념관 캠핑장,자동차야영장,36.781872,127.2303981,충남 천안시 동남구 목천읍 독립기념관로 1,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-29
물동네힐링 야영장,"일반야영장,자동차야영장",37.7174539,127.3158468,경기 남양주시 수동면 비룡로 945,44,0,0,0,5,10,10,12,0,0,15,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",근처 영화관 및 바다 있음,2019-07-12,2019-04-10
용담댐 오토 캠핑장,"일반야영장,카라반",35.9366966,127.529745,전북 진안군 안천면 안용로 539,0,1,0,3,0,0,0,0,0,0,0,,,2019-07-12,2019-04-02
대부관광농원 오캠핑,일반야영장,37.207208,126.54624,경기 안산시 단원구 대남로 642 (대부남동),20,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-12
평화의댐 오토캠핑장,자동차야영장,38.2065288,127.8501067,강원 화천군 화천읍 비수구미길 145-145,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-01
김제 모악산 캠핑파크,"일반야영장,자동차야영장",35.716034,127.0419043,전북 김제시 금산면 모악로 476-31,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-03
펫 트리파크,일반야영장,37.1029014,127.7103409,충북 충주시 앙성면 둔터로 625-31,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-04
상주 감꽃마을 서울캠핑장,자동차야영장,36.330108,128.21345,경북 상주시 낙동면 선상서로 1587,0,20,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-09
(주)하늘마음바이오 홍천지점 알파카스테이,"일반야영장,에어컨",37.8331987,127.8882513,강원 홍천군 화촌면 가락재로 206,0,0,0,0,2,1,0,12,0,0,0,전기,,2019-07-12,2019-04-10
달콤이네 캠핑장,일반야영장,37.311542,127.80065,강원 원주시 문막읍 취병로 106,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-11
노을캠핑장,일반야영장,37.6893261,126.3892759,인천 강화군 양도면 해안서로 695,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-15
어망골 캠핑장,일반야영장,36.505794,126.490541,충남 보령시 천북면 사호장은로 638,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-18
라곰 캠핑힐,"일반야영장,자동차야영장",35.181077,127.754772,경남 하동군 청암면 사동길 2,5,7,0,0,5,8,5,7,0,0,4,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,마트.편의점",,2019-07-12,2019-04-18
광릉해오름캠핑장&글램핑,"일반야영장,글램핑",37.778773,127.146514,경기 포천시 소흘읍 광릉수목원로874번길 9,1,0,8,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-23
해오름 글램핑,"일반야영장,글램핑",37.7776565,127.146051,경기 포천시 소흘읍 광릉수목원로874번길 5,4,0,1,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-23
오페라캠핑장,일반야영장,37.8022444,128.0042054,강원 홍천군 내촌면 아홉사리로 104-15,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-02-08
다옴캠핑장,일반야영장,35.962401,129.283461,경북 경주시 강동면 오금큰길 332-3,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-03-19
stay714,일반야영장,37.6335723,127.4751344,경기 가평군 설악면 가마소길 17-500,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-26
깊이울관광농원(깊이울 캠핑장),"일반야영장,자동차야영장",37.9239705,127.175917,경기 포천시 신북면 깊이울로 139-8,8,14,0,0,3,1,7,15,0,0,0,"전기,장작판매,온수,마트.편의점",,2019-07-12,2018-09-04
홍천 쁘띠힐링카라반,"자동차야영장,카라반",37.6865314,127.7318824,강원 홍천군 북방면 노일로310번길 4,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-15
마로니에숲 캠핑장,일반야영장,36.2449704,127.5943294,충북 옥천군 이원면 장찬길 159-73,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-02
돌개 마실 캠핑장,자동차야영장,35.6079418,126.5877814,전북 부안군 진서면 구룡댐길 65,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-03
월드니스 오토캠핑장,일반야영장,37.2999296,128.220671,강원 영월군 무릉도원면 도원운학로 475-10,32,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-07
갈릴리 야영장,일반야영장,36.999756,126.920887,경기 평택시 안중읍 안중북로 119,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-08
백미리 희망캠핑장,일반야영장,37.1473174,126.6828463,경기 화성시 서신면 백미길 210-24,44,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-08
외룡송어회 캠핑장,일반야영장,37.116822,128.6422778,강원 영월군 김삿갓면 직실길 7,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-09
블루아라 캠핑장,일반야영장,35.444409,126.435715,전북 고창군 상하면 진암구시포로 539-14,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-09
시공간,일반야영장,34.5479582,127.7265031,전남 여수시 남면 솔고지길 105,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-13
명파 해변 오토캠핑장,자동차야영장,38.543611,128.405619,강원 고성군 현내면 명파4길 47,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-13
풀앤밸리야영장,일반야영장,37.9931403,128.6526262,강원 양양군 현북면 남대천로 1352,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-14
서창캠핑장,일반야영장,37.4386179,126.7551527,인천 남동구 운연로 31 (서창동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-15
정화네 불한증막 힐링캠프,"일반야영장,글램핑",35.6015085,126.7615335,전북 정읍시 고부면 덕신강길 148-4,0,0,3,0,3,7,3,3,0,0,3,"전기,장작판매,온수,물놀이장",,2019-07-12,2019-05-16
자바카라반,자동차야영장,37.2347901,126.5303955,인천 옹진군 영흥면 선재로 61-1,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-17
에어스트림파크,자동차야영장,35.5443965,128.053735,경남 합천군 대병면 합천호수로 525,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,
민둥산글램핑,일반야영장,37.2353021,128.7821272,강원 정선군 남면 지장천로 146-47,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-20
하와이언캠프,일반야영장,37.2824736,126.457438,인천 옹진군 영흥면 영흥서로446번길 46,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-21
용추솔밭관광농원,"일반야영장,글램핑",35.6761566,127.7756497,경남 함양군 안의면 용추계곡로 494-6,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-21
광주패밀리랜드 카라반캠핑장,자동차야영장,35.223736,126.891612,광주 북구 우치로 677 (생용동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-22
두레캠핑장,일반야영장,37.768817,127.470111,경기 가평군 청평면 상지로 171,0,0,0,0,6,5,7,8,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",,2019-07-12,2019-05-29
솔향강릉오토캠핑장,자동차야영장,37.77286,128.941027,강원 강릉시 경강로 2580 (견소동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-29
섬진강캠핑장,자동차야영장,35.6230461,127.038779,전북 정읍시 산외면 산외로 445-30,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-29
삿갓펜션 캠핑장,일반야영장,37.0910858,128.6034693,강원 영월군 김삿갓면 김삿갓로 362,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-31
히어리,일반야영장,37.1050098,128.6028469,강원 영월군 김삿갓면 김삿갓로 587-6,0,0,3,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-31
소똥령마을회,일반야영장,38.331179,128.377981,강원 고성군 간성읍 소똥령마을길 32,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,
문암1리 마을회,자동차야영장,38.301645,128.545877,강원 고성군 죽왕면 문암항길 133,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,
넵투누스 카라반,일반야영장,37.703585,127.515035,경기 가평군 청평면 고재길 262-123,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-24
대가야캠프타운,일반야영장,35.7951253,128.3174544,경북 고령군 운수면 물한1길 78-8,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-25
황산도캠핑장,일반야영장,37.62131,126.5383492,인천 강화군 길상면 해안남로65번길 36-15,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-04-26
다목적광장 야영장,일반야영장,37.4392941,127.7871673,경기 양평군 양동면 계정점말길102번길 195,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-10-14
경기도청소년야영장,"자동차야영장,글램핑",37.4221293,127.3767294,경기 광주시 퇴촌면 천진암로 1243,0,20,13,0,3,8,22,0,0,0,0,"전기,온수,산책로,운동장",,2019-07-12,2001-05-18
강릉여행 굿캠핑,"일반야영장,카라반",37.8315351,128.8762615,강원 강릉시 사천면 해안로 904-8,0,0,0,7,0,0,0,9,3,0,7,"전기,무선인터넷,온수,마트.편의점",,2019-07-12,2019-04-08
몽산포오토캠핑장 2구역,자동차야영장,36.669141,126.288251,,0,0,0,0,9,30,20,12,0,0,0,"전기,장작판매,온수,산책로,마트.편의점",,2019-07-12,2018-08-06
우리두리글램핑장,"일반야영장,글램핑",37.366578,128.27244,강원 영월군 무릉도원면 백년계곡길 15-5,0,0,14,0,14,14,14,15,1,0,14,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동시설,마트.편의점",,2019-07-12,2019-06-20
블루파크,일반야영장,37.8731556,127.278414,경기 포천시 화현면 봉화로 267,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-03
푸른섬 캠핑장,일반야영장,37.2696195,126.5589683,경기 안산시 단원구 연목이길 31-21 (대부북동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-04
뉴욕카라반,"일반야영장,카라반",38.178272,128.6016773,강원 속초시 동해대로 3847-7 (대포동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-05
산유리캠핑장,일반야영장,37.7584693,127.5040835,경기 가평군 가평읍 분자골로 91,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-07
금관숲캠핑장,일반야영장,36.620527,127.7257654,충북 청주시 상당구 미원면 운암계원로 628,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-07
파라다이스캠프,일반야영장,37.3571502,128.2786804,강원 영월군 무릉도원면 무릉법흥로 1128-10,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-10
프렌즈캠핑장,일반야영장,37.0041734,128.1326002,충북 제천시 청풍면 청풍명월로 869-9,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-10
범화권역 글램핑장,일반야영장,36.0721393,127.7383092,충북 영동군 학산면 도덕리1길 30,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-12
동양원목캠핑장,자동차야영장,37.2858252,128.2780739,강원 영월군 무릉도원면 명마동길 13,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-12
오시유,일반야영장,36.6753724,127.0291297,충남 천안시 동남구 광덕면 해수길 178-38,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-13
산중호걸 글램핑,"일반야영장,카라반,글램핑",38.0907243,127.3715966,경기 포천시 이동면 금강로6263번길 182-73,1,0,18,2,0,0,0,0,0,0,0,,,2019-07-12,2019-06-13
용소캠핑장,일반야영장,37.9543807,127.4737477,경기 가평군 북면 가화로 2411-32,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-14
(주)프렌디,자동차야영장,36.649177,128.06178,경북 문경시 가은읍 왕능강변길 71,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-17
유수암 캠핑장,일반야영장,33.4228776,126.3938126,제주특별자치도 제주시 애월읍 하소로 684-25,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,
소백산마을 캠핑장,자동차야영장,36.9496001,128.6153927,경북 영주시 단산면 소백로 3231,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-21
주노글램핑장,일반야영장,37.4719302,129.1538581,강원 동해시 쉬눔길 80 (추암동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-25
말보로맨 오토캠핑장,자동차야영장,38.231233,128.5124325,강원 고성군 토성면 서신평1길 46,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,
십리포해수욕장 야영장,일반야영장,37.2819431,126.4863227,인천 옹진군 영흥면 영흥북로 388-1,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-27
풀무골 글램핑장,자동차야영장,37.122232,127.286738,경기 안성시 고삼면 쌍지길 292,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-27
어거스트캠핑장,일반야영장,37.8181789,127.2275313,경기 포천시 가산면 우금3길 142-29,6,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-06-28
