캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자
봉화솔향가득서울캠핑장,자동차야영장,36.9783581,129.0033511,경북 봉화군 소천면 홍점길 31,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-21
밀양 엄마랑놀자 키즈글램핑,자동차야영장,35.3867534,128.6707325,경남 밀양시 초동면 초동중앙로 18,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-27
궁농오토캠핑장,자동차야영장,35.000663,128.7028142,경남 거제시 장목면 거제북로 2633-16,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-27
의령 거장산 오토캠핑장,자동차야영장,36.815381,127.786704,경남 의령군 궁류면 청정로5길 43-2,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-25
캠핑파크,자동차야영장,35.1252246,128.3785566,경남 창원시 마산합포구 진전면 일암1길 74,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-22
선진캠핑,자동차야영장,36.8954373,126.8158307,충남 당진시 신평면 산정길 93,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-19
청주시 현도오토캠핑장,자동차야영장,36.815381,127.786704,충북 청주시 서원구 현도면 양지중척길 91-15,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-02
국제문화스포츠교육원 제주힐링캠프,자동차야영장,33.3829357,126.8724973,제주특별자치도 서귀포시 성산읍 독자봉로51번길 27,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2012-11-06
성동 서울숲 여름캠핑장,일반야영장,37.5430701,127.0417991,서울 성동구 뚝섬로 273 (성수동1가),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-06-30
천왕근린공원,일반야영장,37.4835139,126.8471939,서울 구로구 개봉로1길 210 (천왕동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-07-03
장안캠프,일반야영장,35.3418247,129.2524677,부산 기장군 장안읍 장안로 18,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-09
금호강 산격야영장,일반야영장,35.9068054,128.6030174,대구 북구 유통단지로3길 25 (산격동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-01
바다마을 팬션,일반야영장,37.375269,126.4337878,인천 중구 대무의로 497 (무의동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-01-11
너나들이캠핑장,일반야영장,36.815381,127.786704,인천광역시 남동구 장수동 456,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-08
뮤즈캠핑장,일반야영장,37.7370897,126.445112,인천 강화군 강화읍 고비고개로 322,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-07
쥬라기 카라반,일반야영장,37.5998632,126.4969571,인천 강화군 길상면 해안남로 614,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-13
강화도 아침 숲속야영장,일반야영장,37.6144886,126.4784176,인천 강화군 길상면 해안남로 860-2,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-14
장경리해변 야영장,일반야영장,37.2726804,126.449977,인천 옹진군 영흥면 영흥로757번길 6,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-12
더 아라 캠핑장,일반야영장,37.2470981,126.1172877,인천 옹진군 덕적면 덕적남로 1076,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-13
국립중앙과학관,일반야영장,36.3754845,127.3751836,대전 유성구 대덕대로 481 (구성동),0,0,0,0,0,0,0,0,0,0,0,운동장,,2019-07-12,2015-05-04
등억알프스야영장,일반야영장,35.551338,129.094384,울산 울주군 상북면 자수정로 320,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-19
해오름 야영장,일반야영장,35.3581755,129.3449996,울산 울주군 서생면 해맞이로 1109-17,30,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-16
울주해양레포츠센터 야영장,일반야영장,35.3788732,129.3439809,울산 울주군 서생면 해맞이로 1560,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-26
북한산농바위캠핑장,일반야영장,,,경기 고양시 덕양구 북한산로387번길 180 (지축동),0,0,6,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-20
(주)대산기획피케이씨,일반야영장,37.436268,127.0141387,경기 과천시 대공원광장로 102 (막계동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-05-29
작은쉼터야영장,일반야영장,37.3486282,126.7588777,경기 시흥시 죽율로 25 (죽율동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-16
물왕숲캠핑파크,일반야영장,37.3809736,126.8273794,경기 시흥시 동서로 706-88 (물왕동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-04
소풍캠핑장 (일진자연 관광농원),일반야영장,37.1336407,127.2056205,경기 용인시 처인구 이동읍 경기동로785번길 30,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-26
초리 포레스트,일반야영장,37.8646881,126.9026953,경기 파주시 법원읍 초리골길 456-55,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-22
자연의꿈,일반야영장,37.8560377,126.8942588,경기 파주시 법원읍 초리골길 248,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-11
돌산캠핑장,일반야영장,37.8107159,126.8419563,경기 파주시 광탄면 산수골길 151-68,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-15
123 치유의숲 야영장,일반야영장,37.7960076,126.7687639,경기 파주시 월롱면 용상골길 340,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-20
안성운모석캠핑장,일반야영장,36.9208185,127.2718594,경기 안성시 서운면 월구리길 3-85,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-17
헬로우 힐 연인산 캠핑장,일반야영장,37.8421495,127.3719038,경기 가평군 조종면 연인산로 384,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-17
엄소리오토캠핑장,일반야영장,37.656318,127.4848109,경기 가평군 설악면 묵안로 29,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-04
유명한캠핑장,일반야영장,37.5998029,127.4943451,경기 가평군 설악면 어비산길 11,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-02-23
썬샤인캠프,일반야영장,37.683224,127.470277,경기 가평군 설악면 유명로 1939-26,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2019-05-29
메타피아 오래캠핑장,일반야영장,37.9024575,127.5593183,경기 가평군 북면 화악산로 233,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-22
파마스힐 캠핑장,일반야영장,37.7932308,127.3585998,경기 가평군 상면 한사간길 85-52,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-04-26
앙티브,일반야영장,37.7551124,127.3589249,경기 가평군 상면 수목원로 262-34,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-03
(주)대명호텔앤리조트 양평지점,일반야영장,37.4692252,127.5325829,경기 양평군 개군면 신내길7번길 55,30,0,0,0,1,0,2,15,0,0,0,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점",사우나할인적용,2019-07-12,2015-05-07
더휴글램핑,일반야영장,37.5230359,127.4614693,경기 양평군 옥천면 옥천체육공원길 4,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-29
산대분교공공캠핑장,일반야영장,37.6293326,127.583799,경기 양평군 단월면 섬이길 274-12,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-24
남이섬 제이드 캠핑,일반야영장,37.8343408,127.5378473,강원 춘천시 남산면 햇골길 62,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-06-16
강촌밸리,일반야영장,37.8067716,127.6415158,강원 춘천시 남산면 강촌로 145-20,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-18
주식회사 캠프포지션,일반야영장,37.725111,127.5093588,강원 춘천시 남면 가옹개길 31,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-21
춘천하늘캠핑장,일반야영장,37.9131856,127.6562197,강원 춘천시 서면 방동1길 315,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-16
강촌버즈글램핑(강촌팜핑),일반야영장,37.8498063,127.5806316,강원 춘천시 서면 율장길 122-28,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-09
간현관광지 캠핑장,일반야영장,37.3648933,127.8325455,강원 원주시 지정면 소금산길 12,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-10
피노키오관광농원 야영장,일반야영장,37.2598893,128.1638446,강원 원주시 신림면 소야1길 72,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-07-09
베이스캠프,일반야영장,37.8343179,128.8735922,강원 강릉시 사천면 해안로 940-12,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-13
속초 밤하늘글램핑,일반야영장,38.214701,128.5471966,강원 속초시 장성천길 151 (장사동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-20
어울림캠핑장,일반야영장,37.7944592,127.9070442,강원 홍천군 화촌면 작은도심리길 4-11,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-07
개똥이네캠핑장,일반야영장,37.7198633,127.7606899,강원 홍천군 북방면 원소길 25,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-25
J캠핑장,일반야영장,37.7904455,128.4297522,강원 홍천군 내면 소한동길 301,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-18
홍천 무네미 별마루 관광농원,일반야영장,37.8044943,128.2254517,강원 홍천군 내면 수유동길 635,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-15
가람리조트,일반야영장,,,강원 홍천군 두촌면 부채들길 29,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-11
검산별빛캠핑장,일반야영장,,,강원 홍천군 서석면 마리소리길 120,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-23
용오름캠핑장,일반야영장,37.7208787,128.2361555,강원 홍천군 서석면 검산길 263,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-01-24
예담숲,일반야영장,37.6692469,127.575983,강원 홍천군 서면 한서로 347-5,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-15
몬테리오,일반야영장,37.7287128,127.5797711,강원 홍천군 서면 마곡길 220,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-10
횡성 노다지야영장 불타는 삼촌 ,일반야영장,37.6177407,128.1589612,강원 횡성군 청일면 춘당로 232,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-19
둔내초덕성분교 야영장,일반야영장,37.566978,128.226251,강원 횡성군 둔내면 경강로 5353,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-10
선바위자연캠핑장,일반야영장,37.6014758,128.0854606,강원 횡성군 갑천면 병지방길 2,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-07
나우캠핑장관광농원,일반야영장,37.5520732,128.0116812,강원 횡성군 공근면 공근북로 122-100,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-03
동당미펜션 야영장,일반야영장,37.4752749,127.889276,강원 횡성군 서원면 압곡로 195,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-02
동빈네 캠핑장,일반야영장,37.1742216,128.7802343,강원 영월군 중동면 직동로 970,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-26
백년펜션 야영장,일반야영장,37.3799533,128.2711531,강원 영월군 무릉도원면 백년계곡길 177,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-24
스카이 펜션&캠핑장,일반야영장,37.3354478,128.2823358,강원 영월군 무릉도원면 무릉법흥로 852-15,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-18
다솜이 야영장,일반야영장,37.3353471,128.2831608,강원 영월군 무릉도원면 무릉법흥로 852-21,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-14
청풍명월,일반야영장,37.3014969,128.2113181,강원 영월군 무릉도원면 도원운학로 591,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-14
숲속의 작은집 (구 반딧불이),일반야영장,37.2982222,128.1443928,강원 영월군 무릉도원면 새막골길 133,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-12
내리계곡 솔밭캠핑장,일반야영장,37.1022085,128.6827757,강원 영월군 김삿갓면 내리계곡로 1039-18,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-08
별이 빛나는 밤에 펜션 캠핑,일반야영장,37.3540972,128.2790521,강원 영월군 무릉도원면 무릉법흥로 1090,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-30
평창 태기산 캠핑장 펜션,일반야영장,36.815381,127.786704,강원도 평창군 봉평면 진조리 338-11,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-26
가리왕산 자건재,일반야영장,37.4232491,128.5767607,강원 정선군 정선읍 청량길 14-2,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-20
밤개울캠핑장,일반야영장,38.2103549,127.4712238,강원 철원군 근남면 하문수동1길 62-1,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-03-08
폭포 캠핑 야영장,일반야영장,38.1904422,128.3266026,강원 인제군 북면 만해로 224-28,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-18
깃대 캠핑장,일반야영장,36.3993759,127.8060746,충북 보은군 마로면 세중기대로 261-128,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-28
나드리 캠핑장,일반야영장,36.2922868,127.7407891,충북 옥천군 청성면 삼남2길 6,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-03-09
솔베이캠핑장,일반야영장,36.8374176,127.9008354,충북 괴산군 감물면 충민로 1083-12,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-17
개차반캠핑장,일반야영장,36.8379468,127.6668837,충북 괴산군 사리면 소매1길 102,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-04
갈론계곡캠핑장,일반야영장,36.737419,127.8464446,충북 괴산군 칠성면 칠성로10길 466-3,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-23
솔밭캠프,일반야영장,36.760471,127.8951925,충북 괴산군 칠성면 쌍곡로 322,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-24
원남지야영장,일반야영장,36.815381,127.786704,충청북도 음성군 원남면 조촌리 930,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-17
한스빌리지,일반야영장,37.0009739,128.4167961,충북 단양군 가곡면 새밭로 393,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-10
파인 카라반 캠핑장,일반야영장,37.0571024,128.4162949,충북 단양군 가곡면 남한강로 1038,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-12
캠핑하우스,일반야영장,36.7925755,127.1445338,충남 천안시 동남구 용곡1길 98 (용곡동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-12
정안 주노글램핑,일반야영장,36.6106916,127.1231643,충남 공주시 정안면 광정장터길 88,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-17
놀자캠핑,일반야영장,36.5145522,127.0120138,충남 공주시 사곡면 해월길 60-13,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-15
더반 힐 글램핑,일반야영장,36.4246923,126.5041884,충남 보령시 오천면 오천해안로 555,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-14
팔봉갯벌체험야영장,일반야영장,36.859804,126.3378368,충남 서산시 팔봉면 범머리길 408,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-11
바다물결캠핑장,"일반야영장,카라반",36.8970836,126.2089105,충남 태안군 원북면 학암포길 31,0,0,0,7,2,2,0,9,2,0,8,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",,2019-07-12,2016-04-19
관리도캠핑장,일반야영장,35.8177416,126.3688876,전북 군산시 옥도면 관리도길 60-19,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-24
수류산골야영장,일반야영장,35.6896197,127.038719,전북 김제시 금산면 수류로 557-75,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-26
비채야영장,일반야영장,35.9256368,127.3064532,전북 완주군 동상면 동상로 1260-13,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-14
로뎀하우스,일반야영장,36.0254826,127.3506666,전북 완주군 운주면 금고당로 1070-14,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-19
무주 향로산 자연휴양림,일반야영장,36.0241408,127.6698805,전북 무주군 무주읍 무학로 153-36,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-29
옥수골계곡펜션야영장,일반야영장,35.966889,127.7162935,전북 무주군 적상면 옥소동길 52,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-03-27
무주덕유산글램핑,일반야영장,35.8901936,127.8303093,전북 무주군 무풍면 오두재로 96,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-01-08
핫캠핑장,일반야영장,35.4361901,127.0310162,전남 담양군 용면 용소길 131,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-29
라온야영장,일반야영장,35.3760811,126.9958252,전남 담양군 용면 금성산성길 548,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-10
하늘나리 캠핑장,일반야영장,35.1611949,127.3998607,전남 곡성군 죽곡면 상한길 255-4,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-01
윤제림 숲속 야영장,일반야영장,34.8252749,127.2007167,전남 보성군 겸백면 주월산길 165-44,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-06
덕룡산행복마을영농조합법인,일반야영장,34.5396797,126.6832373,전남 강진군 도암면 봉황로 617,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-07
톱머리 글램핑장,일반야영장,34.9691293,126.3835195,전남 무안군 망운면 톱머리길 66-5,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-28
회산백련지 오토캠핑장,"일반야영장,카라반",34.8600889,126.5298981,전라남도 무안군 일로읍 백련로 333,23,0,0,20,1,1,1,32,1,1,20,"전기,장작판매,온수,산책로,운동장",,2019-07-12,2016-06-28
휴파크,일반야영장,35.3369546,126.4327066,전남 영광군 백수읍 법백로 39,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-02
솔내음 물댄동산 야영장,일반야영장,35.3027267,126.6545021,전남 장성군 삼계면 자초로 198,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-04-06
태청산관광힐링타운야영장,일반야영장,35.2874144,126.6207818,전남 장성군 삼계면 용매골길 202,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-02
불태산야영장,일반야영장,35.2868281,126.8366343,전남 장성군 진원면 고산로 61-164,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-31
명사십리 임촌야영장,일반야영장,36.815381,127.786704,전라남도 완도군 신지면 신리 산 28,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-25
명사십리 대평야영장,일반야영장,36.815381,127.786704,전라남도 완도군 신지면 대곡리 산 292-14,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-25
명사십리제1야영장 (은모래야영장),일반야영장,34.3278024,126.808968,전남 완도군 신지면 명사십리길 85-107,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-27
명사십리 신리야영장,일반야영장,34.3352031,126.8226383,전남 완도군 신지면 신지로 511,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-27
유니의바다 카라반캠핑장,일반야영장,36.0285635,129.5812811,경북 포항시 남구 구룡포읍 일출로332번길 95-10,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-16
숲속의드림캠프야영장,일반야영장,36.1357815,129.3825711,경북 포항시 북구 흥해읍 암각화길 31-87,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-16
토함산 락 글램핑,일반야영장,35.8009614,129.3151923,경북 경주시 보불로 190-17 (하동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-09
사나래카라반캠핑,일반야영장,35.7044909,129.0770552,경북 경주시 산내면 대현길 349,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-02
포유 야영장,일반야영장,35.8701468,129.2746871,경북 경주시 천북면 목실길 27-67,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-09-06
용천수캠핑장,일반야영장,35.7858728,129.3078399,경북 경주시 마동큰마을5길 13-14 (마동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-13
스카이레저,일반야영장,35.8119869,129.3076316,경북 경주시 보불로 328-7 (하동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-31
경주생태원캠핑장,일반야영장,35.8691237,129.281675,경북 경주시 천북면 물천안길 31,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-18
경주 더숲 관광농원,일반야영장,35.7089863,129.2566006,경북 경주시 내남면 내외로 731-107,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-05
두바퀴로 가는 자동차 관광농원,일반야영장,35.7541547,129.0008249,경북 경주시 산내면 외칠일부길 278-182,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-26
송림오토캠핑장,일반야영장,35.7869284,129.4906359,경북 경주시 감포읍 동해안로 2012,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-06-29
소백산 꽃가람야영장,일반야영장,36.9195221,128.5091564,경북 영주시 풍기읍 삼가로 407-7,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-10
글램코티지,일반야영장,35.9941656,128.9631484,경북 영천시 임고면 포은로 175-32,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-11-13
주노글램핑,일반야영장,36.1370785,128.9987,경북 영천시 자양면 별빛로 712-3,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-17
하비리조트,일반야영장,35.7121809,128.5881683,경북 청도군 각북면 지슬길 34-17,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-04
신난다 글램핑 (구 청도 각북글램핑장),일반야영장,36.815381,127.786704,경상북도 청도군 각북면 금천리 482,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-07-13
삼계리주말농원캠핑장,일반야영장,35.676399,129.0067097,경북 청도군 운문면 신원3길 74,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-13
상비 캠핑장,일반야영장,35.7991026,128.1745107,경북 고령군 덕곡면 덕운로 1260,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-23
소망캠핑장,일반야영장,35.7712834,128.2806814,경북 고령군 운수면 대가야로 1850,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-31
(주)동재가산수피아,일반야영장,36.0863385,128.4866638,경북 칠곡군 가산면 학하4길 57-105,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-26
농업회사법인 오송 주식회사,일반야영장,35.9974629,128.4532302,경북 칠곡군 왜관읍 봉계로 348,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-27
이지캠핑,일반야영장,36.7056741,128.5104846,경북 예천군 감천면 충효로 1131-27,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-22
봉화별야영장,일반야영장,36.9893422,128.960621,경북 봉화군 소천면 구마동길 513-127,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-19
무학봉 야영장,일반야영장,36.815381,127.786704,경북 봉화군 소천면 소천로 1237,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-25
불영계곡 캠핑장,일반야영장,36.815381,127.786704,경상북도 울진군 울진읍 대흥리 76,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-11
해간도캠핑장,일반야영장,34.8674533,128.4682022,경남 통영시 용남면 해간길 55,0,0,0,0,1,1,1,6,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장",,2019-07-12,2018-07-30
캠프라임,일반야영장,35.3919168,128.9211412,경남 양산시 원동면 원동로 1837-2,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-23
창녕별숲글램핑,일반야영장,35.6238014,128.5230583,경남 창녕군 성산면 구연화길 62,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-07-17
버드하우스 캠핑장,일반야영장,34.9186753,128.0211419,경남 남해군 창선면 서부로 1455-10,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-11-01
남해 더왕 글램핑장,일반야영장,34.884622,127.9086089,경남 남해군 설천면 설천로 224-79,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-03-29
지리산 하루해 야영장,일반야영장,35.1896268,127.7171281,경남 하동군 악양면 악양서로 669-24,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-18
경호강 카라반,일반야영장,35.3573671,127.9154486,경남 산청군 단성면 호암로1320번길 88-4,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-04
BABO글램핑 (바보글램핑),"일반야영장,글램핑",35.3843285,128.0664068,경남 산청군 생비량면 상능로150번길 178,0,0,9,0,2,2,1,15,1,1,9,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,운동시설,마트.편의점",,2019-07-12,2017-07-17
지리산리조트 글램핑,일반야영장,35.2973379,127.7553318,경남 산청군 시천면 지리산대로511번길 11-33,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-20
용추글램핑&펜션,일반야영장,35.6733182,127.7736152,경남 함양군 안의면 용추계곡로 479,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-28
캠핑파라다이스,일반야영장,35.5377239,128.1012225,경남 합천군 용주면 고품길 42,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-08-19
합천해피캠핑,일반야영장,35.5343931,127.9998733,경남 합천군 대병면 서부로 2228,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-06-07
장흥숲길캠핑장,일반야영장,37.7287518,126.9531337,경기 양주시 장흥면 권율로 156-116,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-10-08
별을 다는 아이,일반야영장,37.7440253,126.9526406,경기 양주시 장흥면 권율로309번길 132,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-07-19
양주 탑 관광농원 글램핑장,일반야영장,37.8110786,127.1019757,경기 양주시 어하고개로 48-1 (삼숭동),0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-05-09
깊이울마을 야영장,"일반야영장,카라반",37.9191032,127.1666895,경기 포천시 신북면 깊이울로 234-21,9,0,0,7,0,0,0,0,0,0,0,"전기,온수",,2019-07-12,2015-08-04
HJ글램핑,일반야영장,38.0788343,127.390164,경기 포천시 이동면 금강로 6169,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2018-12-28
